"original_story","reordered_story"
"Bill was a small town cop and his brother the town bully | Bill was always getting him out of trouble | One night, Bill got a call that a man had been badly hurt at a bar | All the customers said it was Bill's brother that had hurt the man | Bill had no choice but to finally lock his brother up","34215"
"Emma was watching fireworks over the city | One of the fireworks appeared to explode | A giant orange fireball flew into the air | When it landed, it sparked a huge fire | Luckily the city was able to contain it","21354"
"Tom was out putting up christmas lights | It was cold and slippery | He was on top of a ladder | Tom slipped and fell off | He was injured pretty bad","23154"
"Jake was offered a new job | It was in a different state | They offered to pay for his move | Jake declined | He didn't want to move so far from family","52341"
"Rachel had plants as decorations in her dining room | A big topiary was her favorite | It had three levels stacked on top of each other | She watered it carefully every day | The topiary grew and grew","15324"
"I had a stroke in 2011 | I survived with hemiparesis | We visited friends in December of 2012 | My friend encouraged me to keep exercising to overcome hemiparesis | I told him I had given up, saddening my daughter","13524"
"Tim was at a magic show | He loved it so much | He decided to become a magician | He practiced very hard | When he grew up, he was the best magician ever","13542"
"The principle was giving an award | It was the academic award | She gave it to the smartest student | Everyone cheered for her | The girl was praised the rest of the day in school","34512"
"Gina did well in school, but she was shy | Her teacher gave her a part narrating the class play | Gina didn't want to be in the play | She saw the crowd and she froze | Gina ran off the stage crying","41523"
"Jake had to tell his parents he was going to get divorced | He knew they would take his wife's side | He was right | He finally had enough | He told them they could marry her, if they loved her that much","21543"
"Matt lived in a suburb of Orlando | One day, he saw on the news that had been a lot of black bear sightings | The black bears would go to people's houses and eat their trash | The next day, Matt saw a black bear at his house digging in the trash | Eventually, the bear left his house and his trash","31524"
